,gallery,title,content,date,keyword,searchMode,disaster
158,사우스 베이 레이커스,오늘 릅결장,지진 않겠지.. - dc official App,2024-12-09 11:07:00,지진,latest,
159,바람의나라 클래식,HPS가 늘어날수록 마필의 영향력은 줄어드는게 맞음,이건 명확한 명제임 근데 기동성이나 다른면에서 전사가 더 좋아지진 않음 그냥 갭이 틱3보다 틱5때 훨씬 줄어드는것 그뿐임,2024-12-09 10:56:00,지진,latest,
160,소울워커,여자가 된 스텔라,내가임신시켰어 하지만 아기를 책임지진않고 버리고간다,2024-12-09 10:53:00,지진,latest,
161,만나이,2025년 나이정리. 뉴버젼,"등급 서열 계층 계급이 되니까. * 그럼, 과거 중국일본에서는 뭐라고 했는데?//음력 새해때 신사참배하면서 지진 전쟁 기근으로 사망률이 높으니까.. * 신에게 한 살 달라고 하면서 빌었지. 일 년 무탈하게 해...",2024-12-09 10:34:00,지진,latest,
162,리버스1999,현상세계에 너무 빠져버린,https://x.com/lllMarron/status/1865695641848226184?t=dZvVtTYI2L-aY-kyMuB1Pg&s=19 그런 여친을 따라 다니느라 지진 선장님,2024-12-09 10:30:00,지진,latest,
163,소환사의 협곡,★ 룰루 입문서 2장 - 아이템 ★,신화 시절 때 버프 = 이속증가로 압도적 성능을 자랑했던 슈렐리아야 다만 지금은 그렇게 메리트가 느껴지진않고 게임이 압도적으로 유리해서 빨리 굴려야하거나 슈렐리아의 액티브 효과가 절실 할때만 가는 편...,2024-12-09 10:21:00,지진,latest,
164,발더스 게이트 3,오린 이 십련이 문제임,애 구하고 좀 맘 놨다 싶으면 문어련이 님좆댐빨리어케해보셈이러고 사이드퀘에 눈 돌릴 여유가 없어짐 계속 지진나고 좆댓다고 세걸음마다 지랄하니까 그리고 애는 내가 죽여야하는데 그걸 뺏어가는게 너무 크다,2024-12-09 10:19:00,지진,latest,
165,패스 오브 엑자일 2,워리어(타이탄) 이렇게하면 개좋음,"원소딜, 스킬렙) 들어 패시브노드는 근접딜, 양손딜, 화염딜, 방어구파괴시간, 기절축적 스킬은 평타, 지진, 방어구파괴, 지옥불함성, 산산조각, 선대토템, 신의망치, 재(정신력) 평타에 격노수급, 점화...",2024-12-09 10:01:00,지진,latest,
166,숙요,각 관계별 만나면 손해인 관계성( 절대로 이 관계성이면 만나지 마라),그냥 지 ㅈ대로 하고 괴인 혜원이 정병오고 파괴됨. 나중에 휘현이 붙잡긴했지만 괴가 다른 남자에게 가니까 온 정병이지 사실은 진심으로 좋아한다고 느껴지진 않았음. 무조건 괴가 더 좋아하는 관계가 맞아...,2024-12-09 09:58:00,지진,latest,
167,클래시 로얄 리그(CRL),로호지진 퀸 덱 거의 무상성 덱 개좋은 덱!! 이라면서??,나도 이덱 쓰고 있는데 내가 쓰면 왜 그렇게 안좋지?? 이덱 운영법 좀 알려주세요~~~,2024-12-09 09:50:00,지진,latest,
168,패스 오브 엑자일,타이탄하는 갤럼있냐,아씨 선택장애때매 미치겠다 이제 38렙쯤됐는데 빌드 어케가야될지 몰겠다 이때까지 그냥 지진 / 토템 깔고 평타로 기절치쌓은담에 뼈박살로 딜 다했는데 좀 찾아보니까 산산조각이랑 몰려오는강타 메인딜로하는...,2024-12-09 09:47:00,지진,latest,
169,패스 오브 엑자일,타이탄 산산조각보단 지진인듯,지진은 후딜이 느리긴한데 어쩃거나 첨에 즉딜도 있으니 이게 낫다,2024-12-09 09:42:00,지진,latest,
170,패스 오브 엑자일,산산조각도 답답하다생각했는데 지진은 씨발,찍은다음 3초뒤에 나가노 너무한거 아니냐고,2024-12-09 09:15:00,지진,latest,
171,패스 오브 엑자일,워리어는 설계가 좀 잘못된거같다,리턴없는 지진&강타메커니즘 리턴을 무시해도 사실상 균열(+균열) + 슬램 운영이 불가능한 공속 단순하게 슬램만쳐도 산산조각 시전시간 1.4초 초과 충전 3초 차지 이런거 현실적으로 사용이불가능함 산산조각만...,2024-12-09 08:55:00,지진,latest,
172,다크앤다커,클레 랜매 도저히 못하겠다,시작부터 적진으로 뛰어서 뒤지는 거 누가 유튜브로 유행시켰나 싶다 오늘 본것중에 젤 충격적인게 법사 지진으로 묶었는데 레인저 장궁 3발 다 빗나가는거 보고 어이가 없어서 걍 웃었음 시발 ㅋㅋ 올 4유효에...,2024-12-09 08:49:00,지진,latest,
174,오버워치 2,다음시즌 둠피 버프 있을까?,"만약 있다면 둠피 체급을 올려주기보단 우클 최대차징시간 줄여주고, 지진강타도 6초에서 5초로 만들어주면 좋겠음... - dc official App",2024-12-09 08:37:00,지진,latest,
175,시대인재 N 재수종합,망상 좀 그만해야하는데,"정통해졌으며, 사칙연산 배우고 콜라츠 추측 풀어버리고, 운전면허 필기시험 공부해서 F1 우승하고, 등등.. 근데 요즘은 뭐 혼자 도전해보고 있는게 실제로도 많아서 이런 망상이 꼭 나쁘게만 느껴지진 않는듯...",2024-12-09 06:51:00,지진,latest,
176,일본 철도,(뉴스 펌) 선더버드 와쿠라 온천행 부활하나?,した。これは、4日、北陸新幹線延伸に関する与党の整備委員会で、JR西日本の news.yahoo.co.jp 노토반도 지진 이후 가뜩이나 힘든 노토지역이 호쿠리쿠 신칸센 개통이후 오사카에서 오는 직통열차가 사라져서...,2024-12-09 06:42:00,지진,latest,
177,로그라이크,ㅇㄹ 갖고있던 지진 마법서가 사라짐,뭐임 뭐 업뎃때문인가?,2024-12-09 04:47:00,지진,latest,
178,해외야구,박근혜가 완주한 대한민국을 보고 싶네요..,전라도는 찰스신 국힘은 메츠 수도권은 다저스 레카신의 정무감각까지 준끄바 같은 괴물도 일베키즈 데리고 장사할 틈이 없죠 페미니즘도 강성해지진 않았겠죠 - dc official App,2024-12-09 04:27:00,지진,latest,
179,패스 오브 엑자일,와씨 워리어 하는애들 초반 어케함?,이제 시작하는데 밀리 크로노맨서 재밌어보여서 소서 시작하고 양손철퇴 집었는데 대곤봉 들고 화염벽+전기불꽃 난사중 쪼렙퀘부터 잡몹 ㅈㄴ 많이나오는데 이거 곤봉으로 어케패냐 지진개구린데?,2024-12-09 04:24:00,지진,latest,
180,만화,동물들 지진 미리 느끼는 거 존나 신기하더라,어제 아침에 우리집 배란다에 까마귀가 앉더니 갑자기 울면서 날아가자마자 1초후에 바로 지진나더라 ㄹㅇ 개신기하네,2024-12-09 03:58:00,지진,latest,
181,첼시,솔직히 지고 잇을때도 막 위기감 느껴지진 않앗음 ㅋㅋ,왠지는 모르겟는데 엄청 쫄리진 않앗음... 살짝 좆같기만 하구...,2024-12-09 03:36:00,지진,latest,
182,리그 오브 레전드,와 근데 5세트 지고 BLG 개인캠 다들 동공지진오네,상상조차 안되는 벽에 부딪친 느낌,2024-12-09 03:11:00,지진,latest,
183,메르스,섬짱깨가 한녀 괴롭히고 탈조플 돌리는 이유 깨달았긔,한반도에 지들이 와서 살려고 대만 맨날 지진 일어나고 좆같으니까 그리고 김치가 살기 편하겠지 한녀 다 죽이거나 쫓아내서 머수머명 하려는 거라긔,2024-12-09 03:06:00,지진,latest,
184,층간 소음,와 귀트임 ㅈ같은게 다른집 가도 들리네,잘때도 꿀잠자고 7년간 한번도 소음 안거슬렸는데ㅋㅋ 귀 트이고나서 외갓집 갔더니 윗집 쿵쾅쿵쾅 지진난줄 알았다 뭐냐? 윗집 사람 안바뀌고 그대로임ㅋㅋㅋ 와 이거 체감하니까 나 이제 ㅈ된건가 싶다 어케 그...,2024-12-09 03:04:00,지진,latest,
185,중도정치,아니 존나 이해가 안 가는 게 재건은 결국 폐허 위에서 하는 거임,한마디로 집을 짓는데 기초공사를 개좆같이 해놓고 뼈대를 열심히 올린 거임 그럼 결국 습기가 차든 지진이 나서 무너지든 뭐든 문제가 생긴단 말이지 지금 보수도 독재와 군부정권이라는 잘못된 기초공사 위에서...,2024-12-09 03:01:00,지진,latest,
186,붕괴 스타레일,와 ㅅㅂ 이거 뭐야 ㅁㅊㅋㅋㅋㅋㅋㅋ,https://m.fmkorea.com/index.php?document_srl=2620974613&cpage=9 혐) 신촌 극장 지진 짤.gif ㄹㅇ... m.fmkorea.com 별붕이들은 이런거 하고다니는거 아니지...???,2024-12-09 02:53:00,지진,latest,
187,패스 오브 엑자일,타이탄 메인스킬 산산조각이냐 지진이냐??,지진도 꽤쓰나보던대 - dc official App,2024-12-09 02:21:00,지진,latest,
188,로그라이크,엘린) 2000층 진입 후기,2000층 진입즈음 해서 지진은 잡몹용으로 보스전은 메테오쪽으로 전환함 그래비티 스톡을 고려하면 레벨을 더이상 올리기도 곤란하고 이쯤오니 보스가 그래비티 저항 빈도가 너무높더라고 그래서 선택한게 빗자루...,2024-12-09 02:03:00,지진,latest,
189,치지직,근데 15분 2대떡이면 드르렁 해도 될듯ㅋㅋㅋ,암만 쓰레기팀이여도 지진 않겠지ㅋㅋ,2024-12-09 01:46:00,지진,latest,
190,리버풀 FC,근데 코나테없다고 폐닭한테 지진 않겠지?,흥.쌤나오면 그나마 다행인데 - dc official App,2024-12-09 01:44:00,지진,latest,
191,해외야구,대구에서 다저스가 총선 이긴다면 이분인,대구 북구 갑 가카 ㅋㅋㅋㅋ 부겸신은 이미 먹씨한 다음 장관자리 준다니 바로 지진해버려서 사람들 민심 다 잃었죠 더군다나 국힘틀도 한 번 지고 나니 좆밥으론 안되겠다 싶어서 옆에 있던 호영신 배치시켜서...,2024-12-09 01:35:00,지진,latest,
192,역류성 식도염,한약먹고 좋아졌음,기능의학과가서 검사해보니 다 정상인데 위산저하가 심하다고 하더라 근데 베타인 애사비 먹는다고 좋아지진않았다 원인불명인채로 지내다 속이 너무 깝깝해서 임시방편으로 집 근처 한의원에 침맞으러감 소화...,2024-12-09 01:33:00,지진,latest,
193,클래시 오브 클랜,오랜만에 복귀해서 보석 2000개 있으면 영웅 장비,바바리안킹한테 지진부츠 사주고 퀸한테 반사경 사주면 됨?? 보석 2000개 있어서 하나밖에 못 삼,2024-12-09 00:57:00,지진,latest,
194,첼시,못이길순있어도 지진 않음,ㄹㅇ,2024-12-09 00:46:00,지진,latest,
195,상업영화,맨옵스 씹명작인데 왜 욕하냐 시발롬들아?,"팬텀 존으로 보내진다. 파오라는 조드의 아내로 나온다. 그리고 같이 처벌은 받지만 팬텀 존으로 보내어지진 않는다. 조-엘이 복귀하고 조드가 만들어놓은 것들을 되돌리려고 하지만, 행성은 이미 종말을 맞이...",2024-12-09 00:27:00,지진,latest,
196,로아온,암만봐도 과거미화인지 숙코는 예전부터 있었는데,비아 메두사 12 34도 못하고 쿠크 4마 레버 땡기고 무력 못하는 놈도 많고 아브 하브링팟도 원트원클은 손에 꼽고 일라아칸은 지진 스페도 못해서 까꿍에 썰리고 쭉 함께 해왔는데 호들갑들 심해,2024-12-09 00:20:00,지진,latest,
197,퓨처스리그,역시 테타형 지진않는구나,ㅋㅋ - dc official App,2024-12-09 00:15:00,지진,latest,
198,군사,현실감 없는 일이라면 그 일본의 내가 본 미래 처럼,내년 7월 5일 진짜로 운석인지 지진인지로 대규모 해일이 일어나서 일본과 대만 쌍으로 좆지랄 나는거도 포함인가,2024-12-09 00:07:00,지진,latest,
199,블루 아카이브,야구장에 지진을 일으키는 능력,갑자기 멀쩡한 잠실야구장에 지진을 일으킴 ㄷㄷ,2024-12-09 00:03:00,지진,latest,
200,레쿠쟈,레디컬레드 뉴비의 얼음 단일 전당등록,아무것도 못하게 만들어줌. 당장 채용 5. 맘모꾸리(두꺼운지방) @돌격조끼 얼음뭉치/고드름떨구기/지진/스톤엣지 돌조로 딜탱으로 굴렸음. 생각보다 잘 버텨줘서 고떨이랑 지진으로 고춧가루 잘 뿌려줬음. 땅...,2024-12-08 23:56:00,지진,latest,
201,만화,동물들 지진 느끼는 거 존나 신기하더리,아침에 우리집 배란다에 까마귀가 앉더니 갑자기 울면서 날아가자마자 지진나네 ㄹㅇ 개신기하네,2024-12-08 23:55:00,지진,latest,
202,지진,캘리포니아 지진이 심상치않아,불안한데 - dc official App,2024-12-08 23:55:00,지진,latest,
203,위스키,네이키몰트 살 사람들 참고 하셈,상당히 즐겁게 절반 정도 마심 에어링 되면 어떨까 싶은 맛 -1주차 오픈 당일만큼 꾸덕한 쉐리맛이 느껴지진 않음 고소한 향과 달달한 향이 올라오나 맛이 좀 빠진 느낌 -3주차 고소한 향이 두드러지며 달달한 향...,2024-12-08 23:50:00,지진,latest,
204,밀리터리 애니메이션,폭설과 탄피 - 19,중간에 이탈해 갓길 너머로 차를 밀어 넣자 편안했던 시트가 엉망진창으로 진동하며 둘을 뒤흔들었다. 지진처럼 시트를 뒤흔드는 진동에도 불구하고 둘은 앞유리를 두들기는 눈서린 수목 가지들이 스쳐지나치는...,2024-12-08 23:40:00,지진,latest,
205,패스 오브 엑자일 2,워브링어 무한(지진)함성 액트3 깨고난 기념,1 짤막사냥 + 미니보스 https://youtu.be/KSAAcTprBbs 얼리 전부터 무한 함성 해보고 싶어서 시작했는데 지진함성 배우기 전까지 진짜 토나왔음 그 전까지는 지옥불 함성에 타락시키는 비명 끼고 보스든 몬스터든...,2024-12-08 23:39:00,지진,latest,
206,클래시 오브 클랜,진지) 복귀드드라면 걍 퀸빼는게 낫지않음?,자활로 방출기 못짜른다쳐도 복귀시킬 퀸이 없으니까 복귀스펠을 지진1+얼음1로 바꾸고 얼음으로 방출기 얼리고 킹 지진스볼 + 로챔 지진 방패로창 박는게 더 좋아보이는데,2024-12-08 23:37:00,지진,latest,
207,클래시 오브 클랜,파볼 27렙 vs 스볼올리기 시작,리코셰 풀방기준 1지진도아니고 그래서 그냥 26렙에서 멈추고 스볼올릴까 엄청 고민중 현재는 자건분노로 조합에 맞게쓰는중 지진은 만렙찍어놔서 스볼만 1렙차이인데 그냥 찍는다 vs 스볼 간다 - dc official App,2024-12-08 23:18:00,지진,latest,
208,ADHD,약먹는다고 확 좋아지진 않는듯,누구는 세상이 확 달라졋다고 하는데 나같은 경우는 콘36 복용하는데 약효가 없는건 아닌데 확 좋아지는 건 아님. 평생을 약물에 의존해서 살아 갈 생각하니 뭔가 짜증도 나고 하루하루 내일은 무슨일로 혼날까...,2024-12-08 23:14:00,지진,latest,
209,로보토미 코퍼레이션,돈키가 나이 짬이 있다는 순간이 있음 좋겟어요,정식으로 교제하면 로쟈나 히스가 너 이제 말 없어도 충분히 탈만한거 있어서 좋겠다? 이런식으로 섹드립 쳐도 지난번에는 아예 침대에 지진이 일어날때까지 반복했는데 뭐.. 이렇게 받아쳐서 입막아버리는거 좋아함,2024-12-08 23:10:00,지진,latest,
210,패스 오브 엑자일,머시너리 유탄은 할만하네,가스던지고 폭발던지는거랑 터질때까지 시간때문에 좀 번거롭긴함 대신 범위도 ㅈㄴ넓고 흰몹은 한방에 쓸려나가니까 1편 사보추어로 스타터하는 느낌나서 뭐 글케 어렵게 느껴지진 않는다 앞으로 어케될진 모르지만,2024-12-08 22:51:00,지진,latest,
211,해외야구,명지진 리스크가 근데 그렇게 컸던건가요,암만봐도 급발진 이유가 그거랑 건카이슈 뿐인거같은데 건카는 그냥 상수고 지진신도 진짜로 좆되려면 년단위로 기다려야할텐데 상식적으로 몇달만 버티면 찢신 재판 결과 뜨는데 왜 온 지구가 이해 못하는 계엄...,2024-12-08 22:46:00,지진,latest,
212,패스 오브 엑자일,워리어 다 뒤짐?,지진전 주력스킬을 못잡겠어 2막 보스에서 헤멘다,2024-12-08 22:35:00,지진,latest,
213,철도(지하철),왜 한국은 열차가 관광용으로 쓰이지 않게됏을까,일본은 열차여행의 낭만을 아직도 잘 알고 아날로그 고수하는것도 비단 지진뿐만이아니라 이런 감성이 소중함을 알기에 라고 생각함 한국은 왜이러냐 - dc official App,2024-12-08 22:29:00,지진,latest,
214,패스 오브 엑자일,워리어 지진 전에는 주스킬 뭐써야해?,2막 보스에서 막혔어,2024-12-08 22:28:00,지진,latest,
215,포켓몬스터 브다샤펄,브다샤펼.배틀룸(파이트에리어)은 스타팅 포켓몬으로 해도 되나요? (뉴비),"A, 방어 - B, 특공 - C, 특방 - D, 스피드 - S) 토대부기 B252 D252 H6 노력치 몰빵해주고 씨뿌리기+맹독+기가드레인+지진+먹다남은음식 줘서 메인탱 역할 시키거나 약점이 많아서 탱이 불가하면 H252 A252 지진...",2024-12-08 22:20:00,지진,latest,
216,엘리오스,적벽 만족도 높아서,이어링먹어도 순환 안돌아갈거같음 색변권 존나 비싼것도 있고 5부위면 10만원임ㅋㅋ 그리고 적추피 좋은건 아는데 지금도 추피옵 많아서 벽 조금 챙긴다고 존나 약해지진 않는 느낌이라 그냥 적벽으로 살련다,2024-12-08 22:16:00,지진,latest,
217,로자 룩셈부르크,시리아 내전은 결국 정부군이 졌네,작년 지진났을 때만 해도 반군이 질줄 알았는데,2024-12-08 21:57:00,지진,latest,
218,실시간 베스트,"日, Lv999 오타쿠들 집난 난동... 굿즈 쟁탈을 위한 대소동",등쳐먹었나... 일본사회 대혼란! · 양심적인 일본 유명 장어집의 비밀 (feat. 고향납세) · 일본 근황) 지진 성금까지 훔쳐가는 일본... 이해불가한 그의 양심 · 노인 등쳐먹은 일본 국가대표 선수... 한국...,2024-12-08 21:50:00,지진,latest,
219,만화,일본이 기온은 높은데 집은 춥대,바깥이랑 기온이 똑같대 지진하나가 진짜 크네,2024-12-08 21:38:00,지진,latest,
220,퓨처스리그,플어흐얼 데려오면 1인호 2현빈 보고싶은,노지진 3번으로 당기고 어흐는 5~6번 유배,2024-12-08 21:36:00,지진,latest,
221,일본 여자 아이돌,난 이오키 마오 볼때까지 동공지진이 진짜 있는줄 몰랐어,실제 있는거더라고,2024-12-08 21:32:00,지진,latest,
222,로그라이크,엘린) 동료 추천,멜빈 초반부에 아주 높은 활 능력을 보유하고 있음 윈드 보우 하나 들려주면 혼자서 잘 싸움 4)황금의 기사 지진능력 잘터지면 범위딜 준수하게 나옴 2.탱커 1)황금의 와그 생명력 2배 특성을 가지고 있어서 좋음...,2024-12-08 21:08:00,지진,latest,
223,패스 오브 엑자일 2,한방한방이 무직한 캐릭은 워리어 말고 없음?,"하고 싶어서 했는데 초반은 묵직했는데 지금 15까지 키웠는데 자꾸 요상한 함성, 토템, 존나 늦게써지는 지진같은거만 배우네 방어력 위주로 했는데도 아파서 도망다니면서 토템깔고 함성쓰고 맞딜은 하지도...",2024-12-08 21:01:00,지진,latest,
224,LGBT,나는 7년넘게 목소리 일틱하려고 교정했긔,때 호모랑 통화하다가 너도 목소리보면 존나 게이같애 하는거보고 '아니 나정도면 일틱한거 아니었나(동공지진)' 하면서 세상충격받고 복식호흡으로 성대눌러서 말하면서 목소리 녹음하면서 피드백하고 오래...,2024-12-08 20:53:00,지진,latest,
225,패스 오브 엑자일,워붕이 선대 토템 조지는 중,충파토 한개로 지진넣으면서 개같이 구르던게 바로 어젠데 이제는 보스련들 개같이 회초리 때리게 되었구나,2024-12-08 20:46:00,지진,latest,
226,엘리오스,루시엘 징벌만 안겹치면 초상화로 걸려지진않지?,4라다 괜찮은거같은데,2024-12-08 20:46:00,지진,latest,
227,아이돌리즘,지진.....,맘마통 지진....,2024-12-08 20:46:00,지진,latest,
228,서브컬처 스트리머,오늘 사건 예지한 서스갤럼분들..,이제는 갤주 보다 감과 촉 있는 거 같음. 하필 오늘 저런 대화가 오고 갔네 ㅋㅋㅋ 지진 나기 전에 예지 하는 것마냥 ㅋㅋ,2024-12-08 20:27:00,지진,latest,
229,퓨처스리그,노지진 타격폼 자체는 21이 더 예쁜거 같은데,22때 포인트 뒤로 놓는 병신짓만 안했어도 에휴,2024-12-08 20:16:00,지진,latest,
230,포켓몬스터 애니,생각해보면 오엘엠은 과거에도 쪽대본으로 애니만든거 같아....,급조캐를 만들어서 지우 떨어뜨림. 이 택트는 진짜 갑툭튀인데다가 개연성이고 뭐고 1도 없음 베윗: 지진으로 메인 스토리인 플라즈마단 스토리가 쳐 망해서 그런지는 몰라도 그 이후로는 뚜렷한 메인 스토리...,2024-12-08 20:13:00,지진,latest,
231,나스닥,갑자기 든 생각이,큰 지진 날거 같음 연말 연초에,2024-12-08 19:49:00,지진,latest,
232,날씨의 아이,머지 방금 지진낫나,아닌가,2024-12-08 19:45:00,지진,latest,
233,패스 오브 엑자일 2,스킬젬레벨 올린거는 못돌리나요?,뼈박살 말고 지진 레벨2 찍었어야하는데 잘못찍음..,2024-12-08 19:37:00,지진,latest,
234,퓨처스리그,노지진 이번 시즌 보트 탄 이유 뭔지,그냥 부상 달고 있어서 제 폼이 안나왔다는게 정설인지,2024-12-08 19:35:00,지진,latest,
235,디지털 사진,작년에 도쿄 여행하면서 느낀 점,산이 없음. 평지임. (이게 가장 외국 왔구나 싶은 지점. 산이 안보이는데 공원이나 신사는 많음. 아마도 지진대비용 같음.) 3. 이 새끼들도 쓰레기 아무데나 버림 (한국보다는 깨끗한데 그렇다고 미친듯이 깨끗한...,2024-12-08 19:22:00,지진,latest,
236,미국 주식,일본 부동산 가격은 지진 역할이 좀 큰거 같음,지진나서 언제 무너지고 금갈지 모르니까 부동산에 커다란 가치를 안두는거 같애,2024-12-08 19:14:00,지진,latest,
237,키즈나 아이,카메라 지진나는거뭔데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://www.youtube.com/live/V3fmEfJ3MI0?si=TjFtxIRZPyMmjkVM 【宝鐘マリン1stライブ「Ahoy!! キミたちみんなパイレーツ♡」】あおかなで同時視聴‼【火威青 /音乃瀬奏】#hololiveDEV_IS #ReGLOSS #キミパイ...,2024-12-08 19:05:00,지진,latest,
238,미국 주식,성경 요한계시록 예언,"때 3년 반 동안 세계는 엄청난 경제,과학기술 발전을 이뤄내지만 그 이후 3년반은 끔찍한 재앙(전염병,지진,대공황 등)이 예고 됨 적그리스도는 사람들 몸에 rfid칩을 이식하라고 강제한다 마치 코로나 때처럼 이...",2024-12-08 18:58:00,지진,latest,
239,패스 오브 엑자일 2,초반에 얼음 속성 할카스 왜케 세냐?,"워리어로 얘 잡으려고, 지진 장판 깔아놓은 다음 구르기로 빤스런하기를 100번도 넘게 한 거 같음. 뭔 피통도 말이 안 되고 딜도 죽창인데, 쫄몹도 끊임없이 소환해서 30분 넘게 잡은 거 같음. 이제 렙9돼서 무슨...",2024-12-08 18:48:00,지진,latest,
240,패스 오브 엑자일,타이탄은 40렙 부터 사람됨,정확히는 지진 함성 배우고 나서 그전까진 걍 평타싸개임 - dc official App,2024-12-08 18:46:00,지진,latest,
241,맨체스터 시티,유벤투스전 어케될라나,일단 이새끼들 죽어도 지진않던데,2024-12-08 18:26:00,지진,latest,
242,철권8,신기술로 뺑글이 각각 하나씩 넣으려는 것 같다,뺑글이 기술 성능으로 수저가 매겨지겠지만 적서도 없는걸로 수저가 매겨지진 않을듯,2024-12-08 18:19:00,지진,latest,
243,로자갤 뒷담,시리아 정부가 지진 않을거임,걍 좀 곤란해지는 정도지 ㅇㅇ,2024-12-08 18:17:00,지진,latest,
244,중세게임,씹덕 스까이림 나옴 흥하지 않았을까,그런다고 스카이림이 재밌어지진 않겠지만,2024-12-08 18:02:00,지진,latest,
245,프로레슬링,나이토 히로무 마웍 + 백스테이지,"타카하시 히로무 내일 붙으면 이 기세로 이길 수 있을거같은데, 1개월이나 남아버렸으니. 어차피 제가 지진 않을거지만요. 질 기분이 안들어요. 얼른 붙고 싶단 마음이에요 4년 전 대회가 중지되었을 때부터...",2024-12-08 18:02:00,지진,latest,
246,패스 오브 엑자일,님들 워리어 DPS 이게 맞음??,걍 평타가 갑인데... 다른 사람들이 애용한다는 지진도 영 별로고,2024-12-08 17:55:00,지진,latest,
248,미국 주식,"BYD, 일본차 제치고 일본정부와 재난 전력 공급 계약",공급 계약을 체결했다는 소식 BYD 전기차는 탑재된 배터리를 외부 전력을 위해 사용할 수 있다. 만약 지진같은 재난 상황에서 일본 정부가 BYD 전기차를 전력 공급원으로 사용하게 된다. 이를 위해 일본 지방정부...,2024-12-08 17:33:00,지진,latest,
250,군사,[최전방/신고접수]화재정보)강원도 양구군 이현리 화재신고접수,https://nfds.go.kr/dashboard/monitor.do 국가화재정보시스템 소방청 국가화재정보시스템입니다. nfds.go.kr 강원특별자치도 양구군 해안면 이현리에서 화재가 발생(신고접수)하였습니다. 발생시간 : 금일 01:37...,2024-11-24 02:01:00,화재,accuracy,
251,잇싸,"곰탕 끓던 부탄가스 아닌 살충제 폭발""...대구 아파트 화재 감식","https://naver.me/GSD7gERN ""곰탕 끓던 부탄가스 아닌 살충제 폭발""...대구 아파트 화재 감식 지난 2일 대구 황금동에서 일어난 아파트 화재 원인은 곰탕을 끓이던 가스버너의 부탄가스가 아닌 것으로 조사됐다...",2024-12-03 15:08:00,화재,accuracy,
252,교통,"벤츠 본사, 인천 전기차 화재 “배터리 설계 문제라 생각 안 해”","https://n.news.naver.com/article/028/0002713435?sid=103 벤츠 본사, 인천 전기차 화재 “배터리 설계 문제라 생각 안 해” 메르세데스-벤츠 본사의 배터리 개발 총책임자가 지난 8월 인천 청라에서 발생한...",2024-10-28 10:07:00,화재,accuracy,
253,싱글벙글 지구촌,화재정보)서울시 종로구 인의동 화재발생,서울특별시 종로구 인의동 2에서 화재가 발생하였습니다. 발생시간 : 금일 20:20 경 권고 : 연기흡입주의 / 접근자제 화재유형 : 주택화재 소방비상대응단계 : X 소방동원령 : X 비추는 CCTV : '율곡로 - 원남R',2024-11-27 20:33:00,화재,accuracy,
254,자동차,또 지하주차장 대형 화재.. 170대 불에 탔지만 보험은 안된대,자동차 보험사 : 차주가 주차한 지 2시간 후 화재가 났으므로 차주 과실이 아니라 배상 불가하다 아파트 화재보험 : 스프링클러가 정상 작동했으므로 아파트 화재보험으로 배상 불가하다,2024-11-26 11:11:00,화재,accuracy,
255,교통,"전북, 전기버스 화재 대비 '미미'","https://m.jjan.kr/article/20241110580180 전북, 전기버스 화재 대비 '미미' 전기차 화재에 대한 위험성이 연이어 대두되고 있는 가운데, 대형 전기차인 전기버스에 대한 화재 대책을 강화해야 한다는 목소리가...",2024-11-11 18:16:00,화재,accuracy,
256,더불어민주당,[속보] 포항 북구 아파트 화재로 6명 사상,news_media_pc&type=breakingnews [속보] 포항 북구 아파트 화재로 6명 사상 2일 뉴스1에 따르면 이날 오전 11시30분쯤 경북 포항 북구의 한 아파트에서 원인을 알 수 없는 화재가 발생해 주민 6명이 숨지거나...,2024-12-02 13:06:00,화재,accuracy,
257,싱글벙글 세계촌,화재속보)경남도 고성군 교사리 화재발생,경상남도 고성군 고성읍 교사리에서 화재가 발생하였습니다. 발생시간 : 금일 02:56 경 권고 : 연기흡입주의 / 접근자제 화재유형 : 공장시설 소방비상대응단계 : X 소방동원령 : X 비추는 CCTV : '국도33호선...,2024-11-24 03:15:00,화재,accuracy,
259,생존,[화재경보] 화재생존가방을 싸 두었습니다,"남겨 놓았는데, 공유합니다! https://blog.naver.com/syntnuhuaelinguistic/223674540655 [ 11.27 ] 화재생존가방 만들어보았다 어제 이른 아침에 화재경보가 요란하게 울렸습니다. 화재 발생, 화재 발생. 지금...",2024-11-27 13:09:00,화재,accuracy,
260,글로벌 정치,헐리우드화재 당일-제이콥 로스챠일드 추모글 올렸던 아들.,"금융 이익을 보호하는 데 사용한다고 믿습니다. (2) 윌리엄 로스차일드 억만장자,할리우드 힐스자택 화재로 사망. 소방관들이 현관 근처 집에서 은행 왕조 가족이 숨진 채 있는 시신을 발견했습니다. 수요일 저녁...",2024-11-30 19:20:00,화재,accuracy,
261,글로벌 정치,"[속보]양재동 코스트코서 화재···소방, 진압 중","https://v.daum.net/v/20241206171427017 [속보]양재동 코스트코서 화재···소방, 진압 중 [서울경제] 서울 서초구 양재동 코스트코 건물에서 6일 오후 4시 50분께 화재가 발생했다. 신고를 받고 출동한 서울...",2024-12-06 17:27:00,화재,accuracy,
